Status,Fiber Distance(m),Rx Power(dBm),maintenance_required
active,1917,-24.6,0
active,713,-21.4,0
active,818,-23,0
active,977,-24.9,0
active,600,-20.5,0
active,1035,-21.3,0
active,664,-23.7,0
active,1171,-21.6,0
active,1159,-21.9,0
active,553,-22.5,0
active,1021,-22.6,0
active,626,-22.9,0
active,1190,-19.8,0
active,905,-27.4,1
active,847,-21.9,0
active,1328,-19.6,0
active,1780,-23.9,0
active,1724,-25.8,0
active,2585,-29.2,1
active,2894,-23.6,0
active,1879,-25,0
active,2245,-24.6,0
active,2271,-23.2,0
active,2210,-24.5,0
active,2313,-24.5,0
active,3160,-26.1,0
active,3664,-24.5,0
active,2063,-23.3,0
active,3150,-26,0
active,3089,-21.2,0
active,4007,-21.3,0
active,3863,-22.4,0
active,3191,-26,0
active,3200,-24.9,0
active,3179,-22.1,0
active,3134,-23,0
active,3110,-21.2,0
active,2018,-22,0
active,2199,-26.5,0
active,4118,-21.6,0
active,2153,-20.2,0
active,4364,-23.9,0
active,4299,-24.3,0
active,4334,-21.9,0
active,4042,-24,0
active,2146,-25.3,0
active,2054,-22.3,0
active,3816,-31.5,1
active,4161,-23.5,0
active,2286,-26.3,0
active,3649,-25.5,0
active,2240,-25.8,0
active,4105,-23.7,0
active,3671,-23.7,0
active,3157,-24.9,0
active,3017,-26.9,0
active,3459,-23.8,0
active,2998,-18.5,0
active,6237,-25.8,0
active,3399,-26.9,0
active,3003,-18.6,0
active,6291,-25.2,0
active,3607,-19.9,0
active,6253,-27.9,1
active,7108,-26.3,0
active,3756,-26.9,0
active,7088,-26.9,0
active,3676,-30.4,1
active,7044,-25.8,0
active,4553,-26,0
active,3127,-19.7,0
active,7098,-29.2,1
active,3459,-22,0
active,7082,-26.1,0
active,4540,-26.1,0
active,3666,-25.2,0
active,6367,-28.2,1
active,7116,-28.2,1
active,4695,-26.9,0
active,6996,-27.9,1
active,6369,-25.6,0
active,6380,-26,0
active,4730,-24.6,0
active,3461,-21.9,0
active,3111,-24.6,0
active,6337,-28.2,1
active,3533,-27.9,1
active,4655,-28.8,1
active,4442,-26.1,0
active,2605,-16.6,0
active,2206,-21.9,0
active,2955,-22.4,0
active,2403,-20.5,0
active,2468,-20.7,0
active,2124,-21.4,0
active,2965,-21.5,0
active,2515,-19.6,0
active,2980,-20.9,0
active,2232,-18.6,0
active,1581,-17.9,0
active,2773,-25.5,0
active,2860,-28.2,1
active,2697,-18,0
active,2702,-21.4,0
active,1593,-18.7,0
active,2769,-20.4,0
active,2813,-21.3,0
active,2345,-21.1,0
active,2243,-19.6,0
active,2466,-22.1,0
active,2405,-19.4,0
active,1704,-18.9,0
active,1598,-18.6,0
active,2289,-19.5,0
active,2344,-25.8,0
active,1613,-21,0
active,2594,-27.2,0
active,2311,-19.9,0
active,1641,-22.2,0
active,1846,-21.8,0
active,2460,-23.4,0
active,2446,-21.7,0
active,2426,-23.1,0
active,2330,-23.1,0
active,2138,-21,0
active,2567,-26.9,0
active,2193,-18.9,0
active,2156,-18.5,0
active,2236,-22.6,0
active,2139,-22.8,0
active,2721,-26.5,0
active,2119,-22.1,0
active,2666,-24.4,0
active,2105,-20,0
active,2473,-23.2,0
active,2125,-22.2,0
active,2320,-22.3,0
